FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.05,JOB_A,0,3,-0.05,6,7,0.71,0.08,9,8,0.1,1,-1,7,CITY_B,0.3,0.03,1
0.03,JOB_A,1,2,-0.03,1,1,0.73,0.06,5,1,0.8,0.6,-0.6,1,CITY_B,0.11,0.08,0
0.34,JOB_A,0,3,-0.34,5,0,0.11,0.41,4,6,0.3,0.3,-0.3,0,CITY_B,0,0.55,1
0.07,JOB_A,1,2,-0.07,9,2,0.03,0.18,4,1,0.7,0.3,-0.3,2,CITY_B,0.03,0.24,0
0.1,JOB_A,2,4,-0.1,6,3,0.1,0.25,,10,0.9,0.3,-0.3,1,CITY_B,0.58,0.94,1
0.15,JOB_C,2,2,-0.15,0,10,0.17,0.13,8,0,0.6,0.1,-0.1,5,CITY_B,0,0.49,1
0.08,JOB_A,0,1,-0.08,2,8,0.01,0.87,10,3,0.7,0.4,-0.4,10,CITY_B,0.01,0.36,0
0,JOB_B,0,2,0,5,9,0.02,0.18,7,0,0.5,0.1,-0.1,6,CITY_B,0.64,0,0
0.78,JOB_C,1,3,-0.78,8,9,0.29,0.38,10,2,0.3,0,0,6,CITY_B,0.16,0.64,3
0.01,JOB_B,0,4,-0.01,9,7,0.01,0.02,5,3,0.4,0.2,-0.2,7,CITY_B,0.05,0.49,1
0.59,JOB_A,1,3,-0.59,4,8,0.94,0.36,9,4,0.1,0.1,-0.1,8,CITY_B,0.02,0.4,3
0.34,JOB_C,1,4,-0.34,3,0,0.18,0.36,2,5,1,0.5,-0.5,7,CITY_B,0.28,0.09,0
0.22,JOB_D,1,3,-0.22,3,2,0.28,0.95,4,10,0.6,0.7,-0.7,1,CITY_B,0.43,0.01,1
0.59,JOB_A,1,2,-0.59,8,7,0.36,0,3,9,1,0.3,-0.3,9,CITY_B,0.19,0.49,0
0.1,JOB_D,0,2,-0.1,3,5,0.95,0.81,7,4,0.2,1,-1,5,CITY_B,0,0.58,1
0.14,JOB_A,1,2,-0.14,8,1,0.65,0.15,6,6,0.3,0.6,-0.6,2,CITY_B,0.35,0.01,1
0.03,JOB_A,0,2,-0.03,6,4,0.24,0.91,6,9,0.5,0.8,-0.8,5,CITY_B,0.06,0.18,0
0.22,JOB_B,0,4,-0.22,7,2,0.03,0.46,3,3,0.8,1,-1,6,CITY_B,0.29,0.01,0
0.29,JOB_A,2,2,-0.29,4,2,1,0,4,4,0.2,0.9,-0.9,0,CITY_B,0.02,0.16,2
0.09,JOB_C,1,3,-0.09,6,2,0.07,0.68,5,5,0.2,0.3,-0.3,9,CITY_B,0.07,0.29,1
0.52,JOB_B,0,2,-0.52,6,7,0.32,0.62,10,6,0.9,0.9,-0.9,9,CITY_B,0.04,0.61,1
0.59,JOB_A,2,1,-0.59,3,5,0.46,0.37,4,1,1,0.6,-0.6,10,CITY_B,0.04,0.01,1
0.83,JOB_A,0,2,-0.83,8,3,0.19,0.61,4,1,0.1,0.2,-0.2,0,CITY_B,0.77,0.02,3
0.63,JOB_A,2,4,-0.63,1,6,0.43,0.74,,8,0.5,0.7,-0.7,0,CITY_B,0.13,0.03,3
0.22,JOB_A,2,3,-0.22,0,3,0.09,0.93,3,2,0.5,0.7,-0.7,3,CITY_B,0.06,0.09,1
0.98,JOB_A,2,3,-0.98,10,3,0.24,0.63,10,9,0.5,0.6,-0.6,8,CITY_B,0.01,0.77,3
0.03,JOB_D,1,4,-0.03,2,10,0.34,0.13,6,9,0.2,0.4,-0.4,9,CITY_B,0.6,0.99,2
0.1,JOB_B,1,3,-0.1,7,3,0.05,0.32,2,3,0.6,0.2,-0.2,3,CITY_B,0.53,0.16,0
0,JOB_C,1,2,0,4,6,0.02,0.04,8,3,0.9,0.8,-0.8,5,CITY_B,0.32,0.99,0
0.06,JOB_A,0,2,-0.06,6,8,0.01,0.97,7,9,0.7,0.5,-0.5,1,CITY_B,0.23,0.03,0
0.56,JOB_A,2,3,-0.56,4,1,0.2,0.97,4,3,0.7,0.3,-0.3,2,CITY_B,0.51,0,3
0.72,JOB_A,1,2,-0.72,10,5,0.05,0.26,2,6,0.1,0.1,-0.1,4,CITY_B,0.07,0.97,2
0.94,JOB_A,1,4,-0.94,2,4,0.23,0.77,5,2,0.3,0.7,-0.7,4,CITY_B,0.04,0.13,3
0,JOB_B,1,5,0,5,1,0.68,0,2,9,0.7,0.8,-0.8,6,CITY_B,0.41,0.15,0
0.15,JOB_C,2,3,-0.15,7,8,0.29,0.03,10,2,0.5,0.3,-0.3,8,CITY_B,0.15,0.45,1
0.04,JOB_D,1,3,-0.04,5,5,0.66,0.04,0,10,0.4,0.4,-0.4,6,CITY_B,0.03,0.17,2
0.64,JOB_C,1,3,-0.64,1,2,0.27,0.01,0,5,0.3,0.1,-0.1,5,CITY_B,0.66,0.13,1
0,JOB_D,1,2,0,7,5,0.86,0.67,1,8,1,0.9,-0.9,6,CITY_B,0.23,0.8,0
0.86,JOB_A,0,2,-0.86,3,3,0.81,0.59,2,2,0.3,0.8,-0.8,9,CITY_B,0.02,0.11,2
0.85,JOB_A,2,4,-0.85,9,9,0.83,0.14,5,0,0.1,0.9,-0.9,3,CITY_B,0.57,0.65,3
0.17,JOB_A,2,4,-0.17,9,6,0,0.19,8,7,0.3,0.5,-0.5,6,CITY_B,0.8,0,3
0.01,JOB_D,1,2,-0.01,0,3,0.09,0.28,3,4,0.3,0.4,-0.4,6,CITY_B,0.73,0.28,1
0.42,JOB_A,0,3,-0.42,7,2,0.02,0.35,9,2,0.6,0.5,-0.5,7,CITY_B,0.83,0,0
0.02,JOB_C,2,3,-0.02,8,4,0.75,0.42,0,9,0.3,0.3,-0.3,8,CITY_B,0.37,0.13,2
0.28,JOB_A,0,3,-0.28,0,7,0.08,0.71,7,2,0.1,0.7,-0.7,8,CITY_B,0.43,0.04,2
0.05,JOB_A,1,4,-0.05,10,0,0.93,0.53,8,8,0.2,0.8,-0.8,0,CITY_B,0.15,0.17,1
0.51,JOB_D,1,5,-0.51,7,3,0.64,0.63,0,1,0.7,0.1,-0.1,10,CITY_B,0.27,0.01,1
0.15,JOB_A,1,3,-0.15,10,2,0.01,0.97,9,1,0.2,0.8,-0.8,9,CITY_B,0.07,0.12,2
0.06,JOB_C,1,4,-0.06,9,5,0.44,0.08,7,10,0.4,0.2,-0.2,6,CITY_B,0.07,0.02,2
0.31,JOB_A,0,2,-0.31,6,9,0.9,0.35,6,1,0.8,0.2,-0.2,7,CITY_B,0.42,0.52,0
0.29,JOB_A,2,1,-0.29,5,8,0,0.04,9,10,0.7,0.3,-0.3,10,CITY_B,0.07,0.39,1
0.31,JOB_A,1,5,-0.31,5,7,0.42,0.78,3,9,0.1,0.2,-0.2,6,CITY_B,0.78,0.14,3
0.48,JOB_A,2,5,-0.48,7,8,0.03,0.87,4,7,0.4,0,0,5,CITY_B,0.1,0.02,3
0.85,JOB_A,1,3,-0.85,3,9,0.05,0.65,0,3,1,0.7,-0.7,3,CITY_B,0.04,0.12,3
0.09,JOB_C,0,5,-0.09,7,8,0.03,0.02,3,10,0.8,0.5,-0.5,0,CITY_B,0.93,0.28,0
0.93,JOB_A,1,5,-0.93,0,4,0.13,0.41,3,7,0.3,0.6,-0.6,5,CITY_B,0.11,0.05,3
0.05,JOB_A,2,4,-0.05,10,8,0.2,0.05,8,5,0.1,0.9,-0.9,1,CITY_B,0.79,0.21,3
0.09,JOB_D,0,1,-0.09,0,10,0.15,0,6,8,0.5,0.3,-0.3,8,CITY_B,0.15,0.07,0
0.57,JOB_C,1,2,-0.57,8,2,0.8,0.58,4,3,0.7,0.1,-0.1,7,CITY_B,0.01,0.86,1
0.11,JOB_A,2,3,-0.11,2,10,0.94,0.72,10,6,0.4,0.1,-0.1,10,CITY_B,0.28,0.01,3
0.13,JOB_D,0,2,-0.13,4,5,0.54,0.08,4,8,0.5,0.4,-0.4,10,CITY_B,0.59,0,0
0.03,JOB_A,1,4,-0.03,2,2,0.15,0.1,5,6,0.5,0.7,-0.7,0,CITY_B,0.09,0.28,0
0.77,JOB_A,2,2,-0.77,7,7,0.02,0,6,3,0.9,1,-1,8,CITY_B,0.05,0.02,1
0.62,JOB_D,2,3,-0.62,4,2,0.69,0.78,2,2,0.3,0.9,-0.9,4,CITY_B,0.96,0.54,3
0.22,JOB_C,1,4,-0.22,0,6,0.57,0.49,2,3,0.6,0.3,-0.3,1,CITY_B,0.27,0.01,0
0.38,JOB_A,0,2,-0.38,4,8,0.35,0.03,1,9,0.1,0.9,-0.9,1,CITY_B,0.82,0.83,2
0.42,JOB_B,1,2,-0.42,2,10,0.11,0.16,,5,0.1,0,0,7,CITY_B,0.11,0.08,2
0.83,JOB_A,2,4,-0.83,7,4,0.56,0.02,2,4,0.2,0.6,-0.6,0,CITY_B,0.14,0.34,2
0.27,JOB_A,0,4,-0.27,0,0,0.2,0.9,0,1,0,0,0,3,CITY_B,0.28,0.52,1
0.24,JOB_D,1,3,-0.24,3,4,0.33,0.91,0,9,0.5,0.3,-0.3,8,CITY_B,0.03,0.08,1
0,JOB_A,1,2,0,3,1,0.26,0,3,2,0.9,0.9,-0.9,4,CITY_B,0.02,0.23,0
0,JOB_B,1,5,0,5,3,0,0.62,4,3,0.2,0.4,-0.4,3,CITY_B,0.21,0.13,1
0.74,JOB_C,0,3,-0.74,1,10,0.03,0.16,,4,0.6,0.1,-0.1,5,CITY_B,0.84,0.28,0
0.1,JOB_A,1,1,-0.1,9,1,0.15,0.19,10,6,0,0.2,-0.2,2,CITY_B,0.14,0.01,1
0.73,JOB_A,1,5,-0.73,6,4,0.65,0.07,10,0,0.2,0.2,-0.2,0,CITY_B,0.19,0.01,1
0.03,JOB_C,1,2,-0.03,10,3,0.02,0.76,1,2,0.7,0.5,-0.5,8,CITY_B,0.28,0.71,0
0.7,JOB_A,0,3,-0.7,3,8,0.78,0.59,6,2,0.3,0.4,-0.4,7,CITY_B,0.97,0.94,3
0.9,JOB_A,1,4,-0.9,5,8,0,0.19,7,4,0.8,0.9,-0.9,4,CITY_B,0.09,0.98,1
0.28,JOB_A,1,4,-0.28,1000,0,0.2,0.01,,7,0.8,0.1,-0.1,7,CITY_B,0.8,0.53,0
0.73,JOB_B,1,1,-0.73,1,1,0.4,0.04,5,6,0.3,0.2,-0.2,7,CITY_B,0.26,0.74,1
0.02,JOB_A,1,2,-0.02,6,7,0.38,0.41,,2,0.5,0.6,-0.6,10,CITY_B,0.96,0.61,1
0,JOB_D,0,3,0,10,3,0,0.03,10,7,0.9,0.9,-0.9,9,CITY_B,0.36,0.03,0
0,JOB_C,2,5,0,6,4,0.04,0,7,8,0.9,0.9,-0.9,4,CITY_B,0.01,0.12,1
0.01,JOB_A,0,3,-0.01,4,8,0.21,0.52,1,5,0.8,1,-1,8,CITY_B,0.86,0.39,0
0.02,JOB_B,1,5,-0.02,0,4,0.87,0.02,4,8,0.1,0.3,-0.3,0,CITY_B,0.7,0.54,2
0.06,JOB_D,1,5,-0.06,3,1,0,0.36,,1,0.8,0.3,-0.3,6,CITY_B,0.35,0.05,0
0.18,JOB_A,1,5,-0.18,0,10,0.58,0.05,2,8,0.1,0.6,-0.6,5,CITY_B,0,0.13,2
0.58,JOB_A,0,1,-0.58,8,2,0.39,0.97,5,3,0.9,0.7,-0.7,5,CITY_B,0.5,0.11,1
0.22,JOB_B,1,1,-0.22,9,8,0.14,0.36,4,4,0.9,0.5,-0.5,0,CITY_B,0.75,0.66,1
0.79,JOB_A,1,3,-0.79,6,1,0.02,0.1,0,6,0.8,0.6,-0.6,7,CITY_B,0.93,0.01,0
0.32,JOB_C,1,4,-0.32,0,4,0.85,0.57,1,7,0.6,0.2,-0.2,1,CITY_B,0.34,0.02,1
0.02,JOB_A,1,4,-0.02,1,7,0.01,0.42,7,10,0.2,0,0,5,CITY_B,0.22,0,2
0.21,JOB_C,2,4,-0.21,5,10,0.01,0.12,7,2,0.4,0.7,-0.7,2,CITY_B,0.35,0.92,3
0.76,JOB_A,0,4,-0.76,1000,4,0.11,0,10,6,0.3,0.7,-0.7,6,CITY_B,0.72,0.05,1
0.03,JOB_A,2,1,-0.03,9,3,0.33,0.48,5,1,0.1,0,0,0,CITY_B,0.95,0.01,2
0.28,JOB_C,2,3,-0.28,1000,3,0,0.74,0,3,0.6,0.3,-0.3,1,CITY_B,0.22,0.27,1
0.18,JOB_A,1,4,-0.18,7,5,0.01,0,10,8,0.1,0.6,-0.6,1,CITY_B,0.1,0.77,2
0.16,JOB_A,1,3,-0.16,10,9,0.27,0.41,1,2,0.4,1,-1,1,CITY_B,0.41,0.22,2
0.12,JOB_B,1,4,-0.12,10,8,0.01,0.01,2,1,0.3,0.2,-0.2,0,CITY_B,0.18,0.01,2
0.51,JOB_A,1,4,-0.51,10,5,0.5,0.07,1,6,0.3,0.7,-0.7,2,CITY_B,0.42,0.98,2
0.12,JOB_D,0,5,-0.12,10,0,0.04,0.01,7,9,0.7,0.5,-0.5,8,CITY_B,0.24,0.08,0
0.33,JOB_A,2,5,-0.33,4,9,0.93,0.03,10,4,0.8,0.2,-0.2,8,CITY_B,0.01,0.88,1
0.01,JOB_B,2,2,-0.01,3,4,0.28,0.03,3,3,0.5,0,0,5,CITY_B,0,0.27,1
0.1,JOB_A,1,5,-0.1,0,0,0.86,0.19,0,5,0.8,0.3,-0.3,8,CITY_B,0.88,0,0
0.23,JOB_C,1,2,-0.23,8,3,0.52,0.01,4,9,0.7,0.2,-0.2,9,CITY_B,0.28,0.7,0
0.32,JOB_C,2,5,-0.32,10,6,0.91,0,6,10,0.8,0.8,-0.8,7,CITY_B,0.06,0.43,1
0.62,JOB_A,0,2,-0.62,0,2,0.02,0.26,1,6,0.4,0.3,-0.3,1,CITY_B,0.39,0.01,1
0.07,JOB_A,1,2,-0.07,6,0,0,0.67,,6,0.1,0.2,-0.2,10,CITY_B,0.36,0.15,1
0.89,JOB_A,0,2,-0.89,7,10,0.08,0.02,9,0,0.5,1,-1,10,CITY_B,0.11,0.33,0
0,JOB_A,1,3,0,7,2,0.45,0.61,,6,0.1,0.9,-0.9,6,CITY_B,0.12,0.17,1
0.25,JOB_B,0,5,-0.25,0,6,0.16,0.81,5,1,0.8,0.1,-0.1,0,CITY_B,0.31,0.21,0
0.01,JOB_A,2,2,-0.01,8,8,0.55,0.62,3,3,0.6,0.7,-0.7,2,CITY_B,0.09,0.14,1
0.59,JOB_B,2,2,-0.59,10,10,0.34,0.07,0,2,0.4,0.1,-0.1,0,CITY_B,0.61,0.4,3
0.38,JOB_A,0,4,-0.38,10,10,0.01,0.65,1,10,0.4,0.5,-0.5,4,CITY_B,0.45,0.1,3
0.02,JOB_A,1,3,-0.02,10,9,0.16,0.88,8,3,0.1,0.8,-0.8,7,CITY_B,0.1,0.02,2
0.98,JOB_B,2,2,-0.98,1000,10,0.06,0.01,8,10,0.1,0.5,-0.5,6,CITY_B,0.42,0.11,3
0.01,JOB_C,1,5,-0.01,3,5,0.69,0.69,8,1,0.3,1,-1,4,CITY_B,0.88,0.85,1
0.16,JOB_A,2,4,-0.16,9,2,0.74,0.17,1,5,0.2,0.1,-0.1,2,CITY_B,0.53,0.05,2
0.89,JOB_D,1,4,-0.89,10,10,0.09,0.36,5,4,0.9,0.7,-0.7,5,CITY_B,0.3,0.22,2
0.65,JOB_D,0,2,-0.65,7,1,0.61,0.09,5,10,0.2,0.2,-0.2,1,CITY_B,0,0.92,1
0.01,JOB_A,1,4,-0.01,3,1,0.15,0.49,,5,0.2,0,0,1,CITY_B,0.04,0.44,1
0.07,JOB_A,1,4,-0.07,4,6,0.11,0.26,7,7,0.8,0.8,-0.8,0,CITY_B,0.01,0.7,0
0.01,JOB_B,1,2,-0.01,7,9,0.73,0.64,2,5,0.5,1,-1,3,CITY_B,0.23,0.84,0
0.08,JOB_C,2,4,-0.08,2,2,0.61,0.05,10,10,0.3,0.2,-0.2,9,CITY_B,0.11,0.42,2
0.29,JOB_A,0,2,-0.29,3,7,0.71,0.26,6,6,0.6,0.4,-0.4,4,CITY_B,0.1,0.02,0
0.3,JOB_A,1,5,-0.3,8,3,0.78,0,2,1,1,0.8,-0.8,10,CITY_B,0.93,0.5,0
0.04,JOB_D,0,5,-0.04,4,6,0.5,0.49,8,0,0.8,0.5,-0.5,1,CITY_B,0.59,0.41,0
0.21,JOB_B,2,2,-0.21,4,8,0.77,0.23,8,8,0.1,0.6,-0.6,0,CITY_B,0,0,3
0.46,JOB_A,0,3,-0.46,4,4,0.43,0.47,5,7,0.4,0.4,-0.4,3,CITY_B,0.26,0.77,2
0.28,JOB_A,2,4,-0.28,10,2,0.34,0.52,7,7,0.7,0.9,-0.9,8,CITY_B,0.43,0.09,1
0.09,JOB_A,2,3,-0.09,1000,9,0.05,0.35,3,0,0.8,0.3,-0.3,6,CITY_B,0.04,0.41,1
0.71,JOB_B,0,4,-0.71,9,5,0.14,0.05,10,4,0.6,0.4,-0.4,7,CITY_B,0.39,0.22,0
0.17,JOB_A,0,2,-0.17,3,4,0.56,0.08,6,3,0.8,0.2,-0.2,1,CITY_B,0.08,0.55,0
0.97,JOB_D,2,3,-0.97,7,7,0.02,0.66,5,0,0.5,0.9,-0.9,4,CITY_B,0.37,0.33,3
0.4,JOB_A,2,2,-0.4,2,2,0.95,0.71,4,10,0.4,0.7,-0.7,4,CITY_B,0.06,0.53,3
0.1,JOB_D,2,2,-0.1,10,8,0.45,0.02,,6,0.4,0.1,-0.1,4,CITY_B,0.04,0.18,3
0.14,JOB_B,1,3,-0.14,2,6,0,0.76,3,0,0.5,0.3,-0.3,3,CITY_B,0.68,0,0
0.28,JOB_A,0,2,-0.28,1,9,0.99,0.38,4,4,0.4,1,-1,9,CITY_B,0.53,0.55,2
0.91,JOB_C,0,3,-0.91,10,6,0.16,1,1,7,0.4,0.4,-0.4,6,CITY_B,0.38,0.07,3
0.29,JOB_A,1,2,-0.29,3,2,0.12,0.42,5,6,0.3,0.8,-0.8,7,CITY_B,0.03,0.09,2
0.02,JOB_B,1,4,-0.02,6,10,0.95,0.36,4,10,0.6,0.6,-0.6,3,CITY_B,0.44,0.59,1
0.06,JOB_D,2,5,-0.06,7,0,0.4,0.26,7,0,0.8,0.8,-0.8,3,CITY_B,0.12,0,0
0.07,JOB_C,0,2,-0.07,4,9,0.37,0.37,7,1,0.3,0.7,-0.7,2,CITY_B,0.01,0.74,1
0,JOB_B,1,3,0,0,3,0.02,0.01,8,10,0.1,0.6,-0.6,3,CITY_B,0.35,0.74,2
0.03,JOB_A,1,5,-0.03,3,9,0.78,0,5,8,0.7,0.1,-0.1,7,CITY_B,0.02,0,1
0.18,JOB_B,0,5,-0.18,2,2,0.54,0.29,7,8,1,0.6,-0.6,4,CITY_B,0,0.78,0
0.9,JOB_C,1,3,-0.9,1,3,0.05,0.3,7,1,0.5,0.6,-0.6,4,CITY_B,0.35,0.25,1
0.26,JOB_A,0,2,-0.26,3,1,0.24,0.4,6,5,0.7,0.1,-0.1,10,CITY_B,0.28,0.01,0
0.21,JOB_C,0,2,-0.21,4,4,0.6,0.44,8,10,0,0.1,-0.1,0,CITY_B,0.09,0.22,1
0.15,JOB_A,0,2,-0.15,7,7,0.32,0.33,,9,0.8,0.8,-0.8,1,CITY_B,0.01,0,0
0.18,JOB_A,2,1,-0.18,1000,10,0.14,0.29,10,0,0.5,0.8,-0.8,5,CITY_B,0.02,0,1
0.03,JOB_D,2,1,-0.03,4,3,0.09,0.56,2,6,0.8,0.8,-0.8,3,CITY_B,0.08,0.84,1
0.35,JOB_C,0,4,-0.35,10,6,0.28,0.55,9,10,0.8,1,-1,1,CITY_B,0.79,0.12,0
1,JOB_B,0,4,-1,6,7,0.05,0.17,0,5,0.1,0.2,-0.2,7,CITY_B,0.01,0.22,2
0.29,JOB_D,1,1,-0.29,0,8,0.74,0.45,5,5,0.3,0.1,-0.1,4,CITY_B,0.07,0.64,2
0.6,JOB_D,1,1,-0.6,6,10,0.16,0,1,10,0.4,0.3,-0.3,10,CITY_B,0.09,0.3,2
0.32,JOB_B,0,5,-0.32,6,8,0.8,0.08,1,6,0.1,0.4,-0.4,10,CITY_B,0.7,0.01,1
0.53,JOB_B,0,3,-0.53,3,4,0.07,0.09,,8,0.7,0,0,0,CITY_B,0.16,0.07,0
0.94,JOB_A,1,2,-0.94,4,2,0.71,0.02,0,5,0.9,0.4,-0.4,7,CITY_B,0.45,0,0
0.61,JOB_C,2,2,-0.61,2,5,0.02,0.11,1,2,1,0.7,-0.7,4,CITY_B,0.91,0.01,1
0.15,JOB_B,1,4,-0.15,7,10,0.62,0.04,0,8,0.7,0.1,-0.1,0,CITY_B,0.06,0.54,1
0.93,JOB_D,0,3,-0.93,5,0,0.01,0.09,0,0,1,0.2,-0.2,3,CITY_B,0.21,0.34,0
0.01,JOB_D,1,2,-0.01,3,10,0.07,0.01,6,7,0.7,0.6,-0.6,9,CITY_B,0.33,0.27,1
0.06,JOB_C,2,4,-0.06,10,6,0,0.58,4,8,0.5,0.8,-0.8,4,CITY_B,0.22,0.62,1
0,JOB_D,1,3,0,10,6,0.02,0.04,9,2,0.7,0.3,-0.3,10,CITY_B,0.21,0,0
0.28,JOB_A,2,2,-0.28,1,4,0.75,0.44,2,1,0.8,0,0,3,CITY_B,0.86,0,1
0,JOB_A,1,5,0,1000,2,0.03,0.19,0,3,0.6,0.9,-0.9,9,CITY_B,0.16,0.44,0
0.61,JOB_D,2,3,-0.61,10,5,0.15,0.73,2,2,0.6,0.5,-0.5,0,CITY_B,0.49,0.03,2
0.27,JOB_A,1,3,-0.27,8,9,0.21,0.97,7,10,0.2,0.1,-0.1,6,CITY_B,0.59,0.65,3
0.12,JOB_B,0,2,-0.12,4,0,1,0.69,,5,0.3,0.9,-0.9,9,CITY_B,0.45,0.28,1
0.81,JOB_B,0,2,-0.81,9,9,0.97,0.19,8,2,0.9,1,-1,2,CITY_B,0.94,0.56,1
0.07,JOB_A,2,3,-0.07,7,2,0.9,0,1,1,0.1,0.6,-0.6,10,CITY_B,0.39,0,2
0.14,JOB_A,0,3,-0.14,6,0,0.13,0.11,1,8,0.3,0,0,10,CITY_B,0.8,0.41,1
0.19,JOB_A,2,5,-0.19,5,7,0,0.09,3,7,0.6,1,-1,6,CITY_B,0.09,0.37,1
0.69,JOB_A,1,3,-0.69,4,8,0.1,0.03,7,0,0.3,0.6,-0.6,9,CITY_B,0.4,0.61,2
0,JOB_A,0,3,0,5,5,0.43,0.29,2,5,0.7,0.1,-0.1,4,CITY_B,0.85,0.63,0
0.15,JOB_C,2,4,-0.15,1000,10,0.1,0.22,1,4,0.5,0.7,-0.7,2,CITY_B,0.56,0.04,1
0.1,JOB_A,1,5,-0.1,0,7,0.04,0.01,10,4,0.1,0.4,-0.4,0,CITY_B,0.67,0,2
0.71,JOB_C,2,3,-0.71,4,7,0.32,0.05,7,9,0.6,0.9,-0.9,4,CITY_B,0.64,0.6,1
0.24,JOB_B,2,4,-0.24,7,10,0.04,0.29,10,2,0.8,0.3,-0.3,9,CITY_B,0.09,0.3,1
0.05,JOB_A,1,4,-0.05,1,8,0.69,0,7,5,0.3,0.2,-0.2,3,CITY_B,0.06,0.18,2
0.38,JOB_A,0,4,-0.38,7,7,0.25,0.02,9,5,0.2,0.7,-0.7,5,CITY_B,0.67,0.08,1
0.5,JOB_A,1,1,-0.5,9,9,0,0,1,2,0.7,0,0,8,CITY_B,0.88,0.1,1
0.01,JOB_A,1,3,-0.01,9,1,0.4,0.04,7,8,1,0.8,-0.8,6,CITY_B,0.09,0.77,0
0.89,JOB_A,1,2,-0.89,9,2,0.09,0.01,0,10,0.5,0.7,-0.7,8,CITY_B,0.86,0.48,0
0.07,JOB_A,2,1,-0.07,1,7,0.86,0.54,9,8,0.2,0.4,-0.4,6,CITY_B,0.01,0.39,3
0.19,JOB_B,1,3,-0.19,4,4,0,0.44,7,10,0.8,0.4,-0.4,1,CITY_B,0.61,0.7,1
0.16,JOB_D,0,3,-0.16,7,1,0.24,0.02,1,3,0.6,1,-1,5,CITY_B,0,0.03,0
0.05,JOB_A,1,2,-0.05,6,3,0.32,0.09,0,6,0.1,0.7,-0.7,4,CITY_B,0,0.17,1
0.62,JOB_C,1,4,-0.62,6,4,0.7,0.5,,7,0.2,0.1,-0.1,0,CITY_B,0.01,0.72,3
0.95,JOB_A,2,2,-0.95,4,8,0.13,0.59,10,1,0.2,0.9,-0.9,9,CITY_B,0.43,0.47,3
0.14,JOB_C,1,1,-0.14,4,1,0.06,0,,4,0,0.6,-0.6,8,CITY_B,0.76,0.12,1
0.72,JOB_B,2,3,-0.72,1,5,0.38,0.58,3,7,0.5,0.6,-0.6,0,CITY_B,0,0.01,3
0.58,JOB_A,1,5,-0.58,2,4,0.23,0.13,1,2,0.5,0.7,-0.7,7,CITY_B,0.42,0.72,0
0.38,JOB_D,2,1,-0.38,9,3,0,0,0,9,0.8,0.8,-0.8,5,CITY_B,0.56,0.21,1
0.81,JOB_B,1,1,-0.81,5,1,0,0.11,10,4,0.2,0.6,-0.6,3,CITY_B,0.08,0.12,1
0.98,JOB_A,1,4,-0.98,10,6,0.12,0.76,1,6,0.7,0.5,-0.5,5,CITY_B,0.07,0.67,3
0.68,JOB_A,2,1,-0.68,5,2,0.56,0.01,9,7,0.8,0.4,-0.4,3,CITY_B,0.83,0.49,1
0.04,JOB_A,0,2,-0.04,3,8,0.67,0.1,4,7,0.9,0.3,-0.3,10,CITY_B,0.07,0.4,0
0.1,JOB_A,0,5,-0.1,1,3,0.2,0.07,0,2,0.8,0.7,-0.7,4,CITY_B,0.63,0.19,0
0.33,JOB_A,2,2,-0.33,10,9,0.46,0.51,,8,0.3,0.4,-0.4,9,CITY_B,0.11,0.01,3
0.33,JOB_B,1,2,-0.33,4,5,0.44,0.07,2,2,0.2,0.9,-0.9,1,CITY_B,0.11,0.01,1
0.03,JOB_A,1,3,-0.03,8,3,0.46,0.14,3,7,1,0.7,-0.7,3,CITY_B,0.67,0.39,0
0,JOB_C,2,2,0,1,5,0.09,0.08,9,6,0.3,0.1,-0.1,1,CITY_B,0.75,0.96,2
0,JOB_C,2,4,0,6,8,0.37,0.74,10,10,0.1,0.9,-0.9,6,CITY_B,0.79,0.3,3
0.2,JOB_A,1,3,-0.2,4,1,0.35,0,3,9,0.1,0.2,-0.2,3,CITY_B,0.16,0.02,1
0.15,JOB_C,0,1,-0.15,1,5,0.37,0.05,0,8,0.5,0.3,-0.3,9,CITY_B,0.44,0.08,0
0.11,JOB_A,1,4,-0.11,5,4,0.22,0.51,9,3,0.4,0.4,-0.4,7,CITY_B,0.52,0.32,2
0.14,JOB_C,1,5,-0.14,3,6,0.54,0.92,9,5,1,0.3,-0.3,6,CITY_B,0.92,0,1
0.73,JOB_D,1,2,-0.73,3,7,0.06,0.31,8,6,0.6,0.6,-0.6,3,CITY_B,0.25,0.45,1
0.01,JOB_B,0,3,-0.01,2,8,0.75,0.3,6,5,0.8,0.5,-0.5,10,CITY_B,0.02,0.03,0
0.24,JOB_A,1,1,-0.24,7,4,0,0.24,9,4,0.1,0.1,-0.1,5,CITY_B,0.34,0.98,2
0,JOB_A,2,1,0,7,5,0.02,0.66,1,4,0.2,0.6,-0.6,10,CITY_B,0.56,0.04,2
0.9,JOB_C,0,1,-0.9,3,2,0.16,0,1,0,0,0.1,-0.1,8,CITY_B,0.28,0.7,0
0.17,JOB_A,2,1,-0.17,1,0,0.23,0.29,4,6,0.5,0.1,-0.1,4,CITY_B,0.01,0.2,0
